Befolkning,Alder,Alternativ,År
689288,80 år eller eldre,Ingen nettoinnvandring (MME),2056
484151,0-9 år,Ingen nettoinnvandring (MME),2057
538882,10-19 år,Ingen nettoinnvandring (MME),2057
1120542,20-39 år,Ingen nettoinnvandring (MME),2057
1313898,40-59 år,Ingen nettoinnvandring (MME),2057
698748,60-69 år,Ingen nettoinnvandring (MME),2057
603671,70-79 år,Ingen nettoinnvandring (MME),2057
694670,80 år eller eldre,Ingen nettoinnvandring (MME),2057
480014,0-9 år,Ingen nettoinnvandring (MME),2058
534506,10-19 år,Ingen nettoinnvandring (MME),2058
1117806,20-39 år,Ingen nettoinnvandring (MME),2058
1302734,40-59 år,Ingen nettoinnvandring (MME),2058
697865,60-69 år,Ingen nettoinnvandring (MME),2058
609637,70-79 år,Ingen nettoinnvandring (MME),2058
698290,80 år eller eldre,Ingen nettoinnvandring (MME),2058
476367,0-9 år,Ingen nettoinnvandring (MME),2059
529745,10-19 år,Ingen nettoinnvandring (MME),2059
1116453,20-39 år,Ingen nettoinnvandring (MME),2059
1291572,40-59 år,Ingen nettoinnvandring (MME),2059
692800,60-69 år,Ingen nettoinnvandring (MME),2059
616885,70-79 år,Ingen nettoinnvandring (MME),2059
702821,80 år eller eldre,Ingen nettoinnvandring (MME),2059
473237,0-9 år,Ingen nettoinnvandring (MME),2060
524627,10-19 år,Ingen nettoinnvandring (MME),2060
1115440,20-39 år,Ingen nettoinnvandring (MME),2060
1279408,40-59 år,Ingen nettoinnvandring (MME),2060
687540,60-69 år,Ingen nettoinnvandring (MME),2060
624509,70-79 år,Ingen nettoinnvandring (MME),2060
707236,80 år eller eldre,Ingen nettoinnvandring (MME),2060
470622,0-9 år,Ingen nettoinnvandring (MME),2061
519252,10-19 år,Ingen nettoinnvandring (MME),2061
1115575,20-39 år,Ingen nettoinnvandring (MME),2061
1266024,40-59 år,Ingen nettoinnvandring (MME),2061
681054,60-69 år,Ingen nettoinnvandring (MME),2061
632416,70-79 år,Ingen nettoinnvandring (MME),2061
712043,80 år eller eldre,Ingen nettoinnvandring (MME),2061
468498,0-9 år,Ingen nettoinnvandring (MME),2062
513717,10-19 år,Ingen nettoinnvandring (MME),2062
1112517,20-39 år,Ingen nettoinnvandring (MME),2062
1258003,40-59 år,Ingen nettoinnvandring (MME),2062
672927,60-69 år,Ingen nettoinnvandring (MME),2062
640088,70-79 år,Ingen nettoinnvandring (MME),2062
715943,80 år eller eldre,Ingen nettoinnvandring (MME),2062
466819,0-9 år,Ingen nettoinnvandring (MME),2063
508157,10-19 år,Ingen nettoinnvandring (MME),2063
1110415,20-39 år,Ingen nettoinnvandring (MME),2063
1249891,40-59 år,Ingen nettoinnvandring (MME),2063
664664,60-69 år,Ingen nettoinnvandring (MME),2063
645545,70-79 år,Ingen nettoinnvandring (MME),2063
720693,80 år eller eldre,Ingen nettoinnvandring (MME),2063
465537,0-9 år,Ingen nettoinnvandring (MME),2064
502692,10-19 år,Ingen nettoinnvandring (MME),2064
1108661,20-39 år,Ingen nettoinnvandring (MME),2064
1240111,40-59 år,Ingen nettoinnvandring (MME),2064
658462,60-69 år,Ingen nettoinnvandring (MME),2064
650276,70-79 år,Ingen nettoinnvandring (MME),2064
724796,80 år eller eldre,Ingen nettoinnvandring (MME),2064
464603,0-9 år,Ingen nettoinnvandring (MME),2065
497435,10-19 år,Ingen nettoinnvandring (MME),2065
1107051,20-39 år,Ingen nettoinnvandring (MME),2065
1229407,40-59 år,Ingen nettoinnvandring (MME),2065
653032,60-69 år,Ingen nettoinnvandring (MME),2065
654174,70-79 år,Ingen nettoinnvandring (MME),2065
729135,80 år eller eldre,Ingen nettoinnvandring (MME),2065
463950,0-9 år,Ingen nettoinnvandring (MME),2066
492481,10-19 år,Ingen nettoinnvandring (MME),2066
1104974,20-39 år,Ingen nettoinnvandring (MME),2066
1218934,40-59 år,Ingen nettoinnvandring (MME),2066
647398,60-69 år,Ingen nettoinnvandring (MME),2066
657212,70-79 år,Ingen nettoinnvandring (MME),2066
734205,80 år eller eldre,Ingen nettoinnvandring (MME),2066
463490,0-9 år,Ingen nettoinnvandring (MME),2067
487921,10-19 år,Ingen nettoinnvandring (MME),2067
1102124,20-39 år,Ingen nettoinnvandring (MME),2067
1207317,40-59 år,Ingen nettoinnvandring (MME),2067
642964,60-69 år,Ingen nettoinnvandring (MME),2067
659363,70-79 år,Ingen nettoinnvandring (MME),2067
740334,80 år eller eldre,Ingen nettoinnvandring (MME),2067
463161,0-9 år,Ingen nettoinnvandring (MME),2068
483801,10-19 år,Ingen nettoinnvandring (MME),2068
1098537,20-39 år,Ingen nettoinnvandring (MME),2068
1196232,40-59 år,Ingen nettoinnvandring (MME),2068
639712,60-69 år,Ingen nettoinnvandring (MME),2068
659418,70-79 år,Ingen nettoinnvandring (MME),2068
747108,80 år eller eldre,Ingen nettoinnvandring (MME),2068
462872,0-9 år,Ingen nettoinnvandring (MME),2069
480165,10-19 år,Ingen nettoinnvandring (MME),2069
1094266,20-39 år,Ingen nettoinnvandring (MME),2069
1183839,40-59 år,Ingen nettoinnvandring (MME),2069
639434,60-69 år,Ingen nettoinnvandring (MME),2069
655489,70-79 år,Ingen nettoinnvandring (MME),2069
756484,80 år eller eldre,Ingen nettoinnvandring (MME),2069
462539,0-9 år,Ingen nettoinnvandring (MME),2070
477036,10-19 år,Ingen nettoinnvandring (MME),2070
1089364,20-39 år,Ingen nettoinnvandring (MME),2070
1170889,40-59 år,Ingen nettoinnvandring (MME),2070
639365,60-69 år,Ingen nettoinnvandring (MME),2070
651374,70-79 år,Ingen nettoinnvandring (MME),2070
766641,80 år eller eldre,Ingen nettoinnvandring (MME),2070
462077,0-9 år,Ingen nettoinnvandring (MME),2071
474406,10-19 år,Ingen nettoinnvandring (MME),2071
1083827,20-39 år,Ingen nettoinnvandring (MME),2071
1159123,40-59 år,Ingen nettoinnvandring (MME),2071
638444,60-69 år,Ingen nettoinnvandring (MME),2071
646082,70-79 år,Ingen nettoinnvandring (MME),2071
777972,80 år eller eldre,Ingen nettoinnvandring (MME),2071
461419,0-9 år,Ingen nettoinnvandring (MME),2072
472258,10-19 år,Ingen nettoinnvandring (MME),2072
1077679,20-39 år,Ingen nettoinnvandring (MME),2072
1149093,40-59 år,Ingen nettoinnvandring (MME),2072
638341,60-69 år,Ingen nettoinnvandring (MME),2072
639155,70-79 år,Ingen nettoinnvandring (MME),2072
788696,80 år eller eldre,Ingen nettoinnvandring (MME),2072
460510,0-9 år,Ingen nettoinnvandring (MME),2073
470549,10-19 år,Ingen nettoinnvandring (MME),2073
1070951,20-39 år,Ingen nettoinnvandring (MME),2073
1139849,40-59 år,Ingen nettoinnvandring (MME),2073
638858,60-69 år,Ingen nettoinnvandring (MME),2073
632055,70-79 år,Ingen nettoinnvandring (MME),2073
798530,80 år eller eldre,Ingen nettoinnvandring (MME),2073
459287,0-9 år,Ingen nettoinnvandring (MME),2074
469233,10-19 år,Ingen nettoinnvandring (MME),2074
1063662,20-39 år,Ingen nettoinnvandring (MME),2074
1132557,40-59 år,Ingen nettoinnvandring (MME),2074
636800,60-69 år,Ingen nettoinnvandring (MME),2074
626878,70-79 år,Ingen nettoinnvandring (MME),2074
807361,80 år eller eldre,Ingen nettoinnvandring (MME),2074
457725,0-9 år,Ingen nettoinnvandring (MME),2075
468249,10-19 år,Ingen nettoinnvandring (MME),2075
1055805,20-39 år,Ingen nettoinnvandring (MME),2075
1125963,40-59 år,Ingen nettoinnvandring (MME),2075
634068,60-69 år,Ingen nettoinnvandring (MME),2075
622408,70-79 år,Ingen nettoinnvandring (MME),2075
815761,80 år eller eldre,Ingen nettoinnvandring (MME),2075
455800,0-9 år,Ingen nettoinnvandring (MME),2076
467542,10-19 år,Ingen nettoinnvandring (MME),2076
1047375,20-39 år,Ingen nettoinnvandring (MME),2076
1120210,40-59 år,Ingen nettoinnvandring (MME),2076
631130,60-69 år,Ingen nettoinnvandring (MME),2076
617725,70-79 år,Ingen nettoinnvandring (MME),2076
824040,80 år eller eldre,Ingen nettoinnvandring (MME),2076
453506,0-9 år,Ingen nettoinnvandring (MME),2077
467031,10-19 år,Ingen nettoinnvandring (MME),2077
1038422,20-39 år,Ingen nettoinnvandring (MME),2077
1115083,40-59 år,Ingen nettoinnvandring (MME),2077
626629,60-69 år,Ingen nettoinnvandring (MME),2077
614192,70-79 år,Ingen nettoinnvandring (MME),2077
832333,80 år eller eldre,Ingen nettoinnvandring (MME),2077
450860,0-9 år,Ingen nettoinnvandring (MME),2078
466641,10-19 år,Ingen nettoinnvandring (MME),2078
1029523,20-39 år,Ingen nettoinnvandring (MME),2078
1112174,40-59 år,Ingen nettoinnvandring (MME),2078
620084,60-69 år,Ingen nettoinnvandring (MME),2078
611750,70-79 år,Ingen nettoinnvandring (MME),2078
838988,80 år eller eldre,Ingen nettoinnvandring (MME),2078
447887,0-9 år,Ingen nettoinnvandring (MME),2079
466289,10-19 år,Ingen nettoinnvandring (MME),2079
1020750,20-39 år,Ingen nettoinnvandring (MME),2079
1110600,40-59 år,Ingen nettoinnvandring (MME),2079
610597,60-69 år,Ingen nettoinnvandring (MME),2079
612139,70-79 år,Ingen nettoinnvandring (MME),2079
843971,80 år eller eldre,Ingen nettoinnvandring (MME),2079
444623,0-9 år,Ingen nettoinnvandring (MME),2080
465894,10-19 år,Ingen nettoinnvandring (MME),2080
1012144,20-39 år,Ingen nettoinnvandring (MME),2080
1109357,40-59 år,Ingen nettoinnvandring (MME),2080
599934,60-69 år,Ingen nettoinnvandring (MME),2080
612746,70-79 år,Ingen nettoinnvandring (MME),2080
849082,80 år eller eldre,Ingen nettoinnvandring (MME),2080
441119,0-9 år,Ingen nettoinnvandring (MME),2081
465374,10-19 år,Ingen nettoinnvandring (MME),2081
1003795,20-39 år,Ingen nettoinnvandring (MME),2081
1109232,40-59 år,Ingen nettoinnvandring (MME),2081
588906,60-69 år,Ingen nettoinnvandring (MME),2081
612519,70-79 år,Ingen nettoinnvandring (MME),2081
853705,80 år eller eldre,Ingen nettoinnvandring (MME),2081
437434,0-9 år,Ingen nettoinnvandring (MME),2082
464665,10-19 år,Ingen nettoinnvandring (MME),2082
995782,20-39 år,Ingen nettoinnvandring (MME),2082
1106013,40-59 år,Ingen nettoinnvandring (MME),2082
582187,60-69 år,Ingen nettoinnvandring (MME),2082
613027,70-79 år,Ingen nettoinnvandring (MME),2082
855755,80 år eller eldre,Ingen nettoinnvandring (MME),2082
433631,0-9 år,Ingen nettoinnvandring (MME),2083
463702,10-19 år,Ingen nettoinnvandring (MME),2083
988181,20-39 år,Ingen nettoinnvandring (MME),2083
1103739,40-59 år,Ingen nettoinnvandring (MME),2083
574708,60-69 år,Ingen nettoinnvandring (MME),2083
614092,70-79 år,Ingen nettoinnvandring (MME),2083
856366,80 år eller eldre,Ingen nettoinnvandring (MME),2083
429770,0-9 år,Ingen nettoinnvandring (MME),2084
462433,10-19 år,Ingen nettoinnvandring (MME),2084
981064,20-39 år,Ingen nettoinnvandring (MME),2084
1101803,40-59 år,Ingen nettoinnvandring (MME),2084
568138,60-69 år,Ingen nettoinnvandring (MME),2084
612663,70-79 år,Ingen nettoinnvandring (MME),2084
857503,80 år eller eldre,Ingen nettoinnvandring (MME),2084
425915,0-9 år,Ingen nettoinnvandring (MME),2085
460831,10-19 år,Ingen nettoinnvandring (MME),2085
974487,20-39 år,Ingen nettoinnvandring (MME),2085
1100028,40-59 år,Ingen nettoinnvandring (MME),2085
561307,60-69 år,Ingen nettoinnvandring (MME),2085
610574,70-79 år,Ingen nettoinnvandring (MME),2085
858648,80 år eller eldre,Ingen nettoinnvandring (MME),2085
422121,0-9 år,Ingen nettoinnvandring (MME),2086
458876,10-19 år,Ingen nettoinnvandring (MME),2086
968475,20-39 år,Ingen nettoinnvandring (MME),2086
1097803,40-59 år,Ingen nettoinnvandring (MME),2086
554878,60-69 år,Ingen nettoinnvandring (MME),2086
608268,70-79 år,Ingen nettoinnvandring (MME),2086
859342,80 år eller eldre,Ingen nettoinnvandring (MME),2086
418447,0-9 år,Ingen nettoinnvandring (MME),2087
456561,10-19 år,Ingen nettoinnvandring (MME),2087
963035,20-39 år,Ingen nettoinnvandring (MME),2087
1094847,40-59 år,Ingen nettoinnvandring (MME),2087
548888,60-69 år,Ingen nettoinnvandring (MME),2087
604454,70-79 år,Ingen nettoinnvandring (MME),2087
861148,80 år eller eldre,Ingen nettoinnvandring (MME),2087
414943,0-9 år,Ingen nettoinnvandring (MME),2088
453899,10-19 år,Ingen nettoinnvandring (MME),2088
958148,20-39 år,Ingen nettoinnvandring (MME),2088
1091190,40-59 år,Ingen nettoinnvandring (MME),2088
545380,60-69 år,Ingen nettoinnvandring (MME),2088
598627,70-79 år,Ingen nettoinnvandring (MME),2088
862587,80 år eller eldre,Ingen nettoinnvandring (MME),2088
411640,0-9 år,Ingen nettoinnvandring (MME),2089
450917,10-19 år,Ingen nettoinnvandring (MME),2089
953765,20-39 år,Ingen nettoinnvandring (MME),2089
1086873,40-59 år,Ingen nettoinnvandring (MME),2089
543485,60-69 år,Ingen nettoinnvandring (MME),2089
589951,70-79 år,Ingen nettoinnvandring (MME),2089
865409,80 år eller eldre,Ingen nettoinnvandring (MME),2089
408579,0-9 år,Ingen nettoinnvandring (MME),2090
447651,10-19 år,Ingen nettoinnvandring (MME),2090
949840,20-39 år,Ingen nettoinnvandring (MME),2090
1081955,40-59 år,Ingen nettoinnvandring (MME),2090
542189,60-69 år,Ingen nettoinnvandring (MME),2090
580122,70-79 år,Ingen nettoinnvandring (MME),2090
868963,80 år eller eldre,Ingen nettoinnvandring (MME),2090
405770,0-9 år,Ingen nettoinnvandring (MME),2091
444154,10-19 år,Ingen nettoinnvandring (MME),2091
946277,20-39 år,Ingen nettoinnvandring (MME),2091
1076435,40-59 år,Ingen nettoinnvandring (MME),2091
542350,60-69 år,Ingen nettoinnvandring (MME),2091
569912,70-79 år,Ingen nettoinnvandring (MME),2091
871750,80 år eller eldre,Ingen nettoinnvandring (MME),2091
403228,0-9 år,Ingen nettoinnvandring (MME),2092
440483,10-19 år,Ingen nettoinnvandring (MME),2092
942998,20-39 år,Ingen nettoinnvandring (MME),2092
1070329,40-59 år,Ingen nettoinnvandring (MME),2092
539916,60-69 år,Ingen nettoinnvandring (MME),2092
563883,70-79 år,Ingen nettoinnvandring (MME),2092
873334,80 år eller eldre,Ingen nettoinnvandring (MME),2092
400951,0-9 år,Ingen nettoinnvandring (MME),2093
436695,10-19 år,Ingen nettoinnvandring (MME),2093
939895,20-39 år,Ingen nettoinnvandring (MME),2093
1063656,40-59 år,Ingen nettoinnvandring (MME),2093
538953,60-69 år,Ingen nettoinnvandring (MME),2093
557079,70-79 år,Ingen nettoinnvandring (MME),2093
874687,80 år eller eldre,Ingen nettoinnvandring (MME),2093
398928,0-9 år,Ingen nettoinnvandring (MME),2094
432853,10-19 år,Ingen nettoinnvandring (MME),2094
936893,20-39 år,Ingen nettoinnvandring (MME),2094
1056448,40-59 år,Ingen nettoinnvandring (MME),2094
538951,60-69 år,Ingen nettoinnvandring (MME),2094
551112,70-79 år,Ingen nettoinnvandring (MME),2094
874761,80 år eller eldre,Ingen nettoinnvandring (MME),2094
397145,0-9 år,Ingen nettoinnvandring (MME),2095
429017,10-19 år,Ingen nettoinnvandring (MME),2095
933891,20-39 år,Ingen nettoinnvandring (MME),2095
1048683,40-59 år,Ingen nettoinnvandring (MME),2095
539857,60-69 år,Ingen nettoinnvandring (MME),2095
544883,70-79 år,Ingen nettoinnvandring (MME),2095
874786,80 år eller eldre,Ingen nettoinnvandring (MME),2095
395571,0-9 år,Ingen nettoinnvandring (MME),2096
425246,10-19 år,Ingen nettoinnvandring (MME),2096
930820,20-39 år,Ingen nettoinnvandring (MME),2096
1040365,40-59 år,Ingen nettoinnvandring (MME),2096
541155,60-69 år,Ingen nettoinnvandring (MME),2096
539023,70-79 år,Ingen nettoinnvandring (MME),2096
874681,80 år eller eldre,Ingen nettoinnvandring (MME),2096
394174,0-9 år,Ingen nettoinnvandring (MME),2097
421594,10-19 år,Ingen nettoinnvandring (MME),2097
927595,20-39 år,Ingen nettoinnvandring (MME),2097
1031525,40-59 år,Ingen nettoinnvandring (MME),2097
542612,60-69 år,Ingen nettoinnvandring (MME),2097
533585,70-79 år,Ingen nettoinnvandring (MME),2097
874638,80 år eller eldre,Ingen nettoinnvandring (MME),2097
392915,0-9 år,Ingen nettoinnvandring (MME),2098
418103,10-19 år,Ingen nettoinnvandring (MME),2098
924162,20-39 år,Ingen nettoinnvandring (MME),2098
1022754,40-59 år,Ingen nettoinnvandring (MME),2098
543727,60-69 år,Ingen nettoinnvandring (MME),2098
530534,70-79 år,Ingen nettoinnvandring (MME),2098
872627,80 år eller eldre,Ingen nettoinnvandring (MME),2098
391761,0-9 år,Ingen nettoinnvandring (MME),2099
414818,10-19 år,Ingen nettoinnvandring (MME),2099
920463,20-39 år,Ingen nettoinnvandring (MME),2099
1014090,40-59 år,Ingen nettoinnvandring (MME),2099
544531,60-69 år,Ingen nettoinnvandring (MME),2099
529031,70-79 år,Ingen nettoinnvandring (MME),2099
869415,80 år eller eldre,Ingen nettoinnvandring (MME),2099
390658,0-9 år,Ingen nettoinnvandring (MME),2100
411764,10-19 år,Ingen nettoinnvandring (MME),2100
916464,20-39 år,Ingen nettoinnvandring (MME),2100
1005598,40-59 år,Ingen nettoinnvandring (MME),2100
545046,60-69 år,Ingen nettoinnvandring (MME),2100
528100,70-79 år,Ingen nettoinnvandring (MME),2100
865903,80 år eller eldre,Ingen nettoinnvandring (MME),2100
587714,0-9 år,Ingen flytting (MM0),2022
647020,10-19 år,Ingen flytting (MM0),2022
1450705,20-39 år,Ingen flytting (MM0),2022
1439092,40-59 år,Ingen flytting (MM0),2022
596118,60-69 år,Ingen flytting (MM0),2022
464328,70-79 år,Ingen flytting (MM0),2022
240293,80 år eller eldre,Ingen flytting (MM0),2022
578780,0-9 år,Ingen flytting (MM0),2023
647823,10-19 år,Ingen flytting (MM0),2023
1440708,20-39 år,Ingen flytting (MM0),2023
1443197,40-59 år,Ingen flytting (MM0),2023
602804,60-69 år,Ingen flytting (MM0),2023
476286,70-79 år,Ingen flytting (MM0),2023
248140,80 år eller eldre,Ingen flytting (MM0),2023
570870,0-9 år,Ingen flytting (MM0),2024
645671,10-19 år,Ingen flytting (MM0),2024
1432140,20-39 år,Ingen flytting (MM0),2024
1445391,40-59 år,Ingen flytting (MM0),2024
610502,60-69 år,Ingen flytting (MM0),2024
486151,70-79 år,Ingen flytting (MM0),2024
258480,80 år eller eldre,Ingen flytting (MM0),2024
562317,0-9 år,Ingen flytting (MM0),2025
642918,10-19 år,Ingen flytting (MM0),2025
1423541,20-39 år,Ingen flytting (MM0),2025
1445171,40-59 år,Ingen flytting (MM0),2025
620398,60-69 år,Ingen flytting (MM0),2025
492219,70-79 år,Ingen flytting (MM0),2025
272910,80 år eller eldre,Ingen flytting (MM0),2025
553841,0-9 år,Ingen flytting (MM0),2026
640097,10-19 år,Ingen flytting (MM0),2026
1413601,20-39 år,Ingen flytting (MM0),2026
1444821,40-59 år,Ingen flytting (MM0),2026
630465,60-69 år,Ingen flytting (MM0),2026
497904,70-79 år,Ingen flytting (MM0),2026
288422,80 år eller eldre,Ingen flytting (MM0),2026
545445,0-9 år,Ingen flytting (MM0),2027
635622,10-19 år,Ingen flytting (MM0),2027
1404027,20-39 år,Ingen flytting (MM0),2027
1444578,40-59 år,Ingen flytting (MM0),2027
640244,60-69 år,Ingen flytting (MM0),2027
500062,70-79 år,Ingen flytting (MM0),2027
308418,80 år eller eldre,Ingen flytting (MM0),2027
539519,0-9 år,Ingen flytting (MM0),2028
628967,10-19 år,Ingen flytting (MM0),2028
1393735,20-39 år,Ingen flytting (MM0),2028
1444268,40-59 år,Ingen flytting (MM0),2028
651168,60-69 år,Ingen flytting (MM0),2028
503266,70-79 år,Ingen flytting (MM0),2028
326168,80 år eller eldre,Ingen flytting (MM0),2028
535198,0-9 år,Ingen flytting (MM0),2029
618858,10-19 år,Ingen flytting (MM0),2029
1382343,20-39 år,Ingen flytting (MM0),2029
1444819,40-59 år,Ingen flytting (MM0),2029
662776,60-69 år,Ingen flytting (MM0),2029
508889,70-79 år,Ingen flytting (MM0),2029
342210,80 år eller eldre,Ingen flytting (MM0),2029
531480,0-9 år,Ingen flytting (MM0),2030
607281,10-19 år,Ingen flytting (MM0),2030
1371266,20-39 år,Ingen flytting (MM0),2030
1445153,40-59 år,Ingen flytting (MM0),2030
674560,60-69 år,Ingen flytting (MM0),2030
515729,70-79 år,Ingen flytting (MM0),2030
356876,80 år eller eldre,Ingen flytting (MM0),2030
529573,0-9 år,Ingen flytting (MM0),2031
594955,10-19 år,Ingen flytting (MM0),2031
1358264,20-39 år,Ingen flytting (MM0),2031
1447781,40-59 år,Ingen flytting (MM0),2031
684931,60-69 år,Ingen flytting (MM0),2031
522677,70-79 år,Ingen flytting (MM0),2031
370713,80 år eller eldre,Ingen flytting (MM0),2031
524853,0-9 år,Ingen flytting (MM0),2032
587249,10-19 år,Ingen flytting (MM0),2032
1344797,20-39 år,Ingen flytting (MM0),2032
1448247,40-59 år,Ingen flytting (MM0),2032
695457,60-69 år,Ingen flytting (MM0),2032
531129,70-79 år,Ingen flytting (MM0),2032
382951,80 år eller eldre,Ingen flytting (MM0),2032
522013,0-9 år,Ingen flytting (MM0),2033
578338,10-19 år,Ingen flytting (MM0),2033
1332234,20-39 år,Ingen flytting (MM0),2033
1447276,40-59 år,Ingen flytting (MM0),2033
704945,60-69 år,Ingen flytting (MM0),2033
538578,70-79 år,Ingen flytting (MM0),2033
396379,80 år eller eldre,Ingen flytting (MM0),2033
520134,0-9 år,Ingen flytting (MM0),2034
570448,10-19 år,Ingen flytting (MM0),2034
1319651,20-39 år,Ingen flytting (MM0),2034
1446821,40-59 år,Ingen flytting (MM0),2034
710532,60-69 år,Ingen flytting (MM0),2034
546953,70-79 år,Ingen flytting (MM0),2034
409552,80 år eller eldre,Ingen flytting (MM0),2034
519545,0-9 år,Ingen flytting (MM0),2035
561914,10-19 år,Ingen flytting (MM0),2035
1307986,20-39 år,Ingen flytting (MM0),2035
1445207,40-59 år,Ingen flytting (MM0),2035
713452,60-69 år,Ingen flytting (MM0),2035
557374,70-79 år,Ingen flytting (MM0),2035
422426,80 år eller eldre,Ingen flytting (MM0),2035
519642,0-9 år,Ingen flytting (MM0),2036
553457,10-19 år,Ingen flytting (MM0),2036
1296529,20-39 år,Ingen flytting (MM0),2036
1445813,40-59 år,Ingen flytting (MM0),2036
712439,60-69 år,Ingen flytting (MM0),2036
567994,70-79 år,Ingen flytting (MM0),2036
435405,80 år eller eldre,Ingen flytting (MM0),2036
520205,0-9 år,Ingen flytting (MM0),2037
545077,10-19 år,Ingen flytting (MM0),2037
1285339,20-39 år,Ingen flytting (MM0),2037
1447967,40-59 år,Ingen flytting (MM0),2037
708450,60-69 år,Ingen flytting (MM0),2037
578401,70-79 år,Ingen flytting (MM0),2037
448779,80 år eller eldre,Ingen flytting (MM0),2037
520699,0-9 år,Ingen flytting (MM0),2038
539169,10-19 år,Ingen flytting (MM0),2038
1274035,20-39 år,Ingen flytting (MM0),2038
1449166,40-59 år,Ingen flytting (MM0),2038
702549,60-69 år,Ingen flytting (MM0),2038
589754,70-79 år,Ingen flytting (MM0),2038
460828,80 år eller eldre,Ingen flytting (MM0),2038
521174,0-9 år,Ingen flytting (MM0),2039
534857,10-19 år,Ingen flytting (MM0),2039
1263155,20-39 år,Ingen flytting (MM0),2039
1446452,40-59 år,Ingen flytting (MM0),2039
696535,60-69 år,Ingen flytting (MM0),2039
601798,70-79 år,Ingen flytting (MM0),2039
473250,80 år eller eldre,Ingen flytting (MM0),2039
521590,0-9 år,Ingen flytting (MM0),2040
531157,10-19 år,Ingen flytting (MM0),2040
1251383,20-39 år,Ingen flytting (MM0),2040
1443482,40-59 år,Ingen flytting (MM0),2040
690319,60-69 år,Ingen flytting (MM0),2040
613989,70-79 år,Ingen flytting (MM0),2040
485423,80 år eller eldre,Ingen flytting (MM0),2040
521833,0-9 år,Ingen flytting (MM0),2041
529260,10-19 år,Ingen flytting (MM0),2041
1238070,20-39 år,Ingen flytting (MM0),2041
1439100,40-59 år,Ingen flytting (MM0),2041
686573,60-69 år,Ingen flytting (MM0),2041
624754,70-79 år,Ingen flytting (MM0),2041
496965,80 år eller eldre,Ingen flytting (MM0),2041
521834,0-9 år,Ingen flytting (MM0),2042
524549,10-19 år,Ingen flytting (MM0),2042
1230489,20-39 år,Ingen flytting (MM0),2042
1432646,40-59 år,Ingen flytting (MM0),2042
681180,60-69 år,Ingen flytting (MM0),2042
635648,70-79 år,Ingen flytting (MM0),2042
508529,80 år eller eldre,Ingen flytting (MM0),2042
521423,0-9 år,Ingen flytting (MM0),2043
521724,10-19 år,Ingen flytting (MM0),2043
1222519,20-39 år,Ingen flytting (MM0),2043
1423241,40-59 år,Ingen flytting (MM0),2043
677364,60-69 år,Ingen flytting (MM0),2043
645561,70-79 år,Ingen flytting (MM0),2043
520433,80 år eller eldre,Ingen flytting (MM0),2043
520544,0-9 år,Ingen flytting (MM0),2044
519852,10-19 år,Ingen flytting (MM0),2044
1212628,20-39 år,Ingen flytting (MM0),2044
1415222,40-59 år,Ingen flytting (MM0),2044
675466,60-69 år,Ingen flytting (MM0),2044
651809,70-79 år,Ingen flytting (MM0),2044
533188,80 år eller eldre,Ingen flytting (MM0),2044
518868,0-9 år,Ingen flytting (MM0),2045
519272,10-19 år,Ingen flytting (MM0),2045
1201484,20-39 år,Ingen flytting (MM0),2045
1407167,40-59 år,Ingen flytting (MM0),2045
673946,60-69 år,Ingen flytting (MM0),2045
655701,70-79 år,Ingen flytting (MM0),2045
547747,80 år eller eldre,Ingen flytting (MM0),2045
516275,0-9 år,Ingen flytting (MM0),2046
519375,10-19 år,Ingen flytting (MM0),2046
1190341,20-39 år,Ingen flytting (MM0),2046
1397771,40-59 år,Ingen flytting (MM0),2046
676108,60-69 år,Ingen flytting (MM0),2046
655902,70-79 år,Ingen flytting (MM0),2046
562890,80 år eller eldre,Ingen flytting (MM0),2046
512690,0-9 år,Ingen flytting (MM0),2047
519945,10-19 år,Ingen flytting (MM0),2047
1177635,20-39 år,Ingen flytting (MM0),2047
1388752,40-59 år,Ingen flytting (MM0),2047
681256,60-69 år,Ingen flytting (MM0),2047
653324,70-79 år,Ingen flytting (MM0),2047
578523,80 år eller eldre,Ingen flytting (MM0),2047
508682,0-9 år,Ingen flytting (MM0),2048
520445,10-19 år,Ingen flytting (MM0),2048
1165207,20-39 år,Ingen flytting (MM0),2048
1379000,40-59 år,Ingen flytting (MM0),2048
688143,60-69 år,Ingen flytting (MM0),2048
648930,70-79 år,Ingen flytting (MM0),2048
594138,80 år eller eldre,Ingen flytting (MM0),2048
504251,0-9 år,Ingen flytting (MM0),2049
520929,10-19 år,Ingen flytting (MM0),2049
1150935,20-39 år,Ingen flytting (MM0),2049
1368185,40-59 år,Ingen flytting (MM0),2049
696091,60-69 år,Ingen flytting (MM0),2049
644561,70-79 år,Ingen flytting (MM0),2049
610960,80 år eller eldre,Ingen flytting (MM0),2049
499392,0-9 år,Ingen flytting (MM0),2050
521349,10-19 år,Ingen flytting (MM0),2050
1135796,20-39 år,Ingen flytting (MM0),2050
1357688,40-59 år,Ingen flytting (MM0),2050
704041,60-69 år,Ingen flytting (MM0),2050
640045,70-79 år,Ingen flytting (MM0),2050
627884,80 år eller eldre,Ingen flytting (MM0),2050
494186,0-9 år,Ingen flytting (MM0),2051
521601,10-19 år,Ingen flytting (MM0),2051
1121713,20-39 år,Ingen flytting (MM0),2051
1345274,40-59 år,Ingen flytting (MM0),2051
