Alternativer,Alder,Befolkning,År
Høy fruktbarhet (HMM),Over 66,1525519,2056.0
Høy fruktbarhet (HMM),Over 66,1542588,2057.0
Høy fruktbarhet (HMM),Over 66,1560556,2058.0
Høy fruktbarhet (HMM),Over 66,1577562,2059.0
Høy fruktbarhet (HMM),Over 66,1593399,2060.0
Høy fruktbarhet (HMM),Over 66,1608033,2061.0
Høy fruktbarhet (HMM),Over 66,1622157,2062.0
Høy fruktbarhet (HMM),Over 66,1636247,2063.0
Høy fruktbarhet (HMM),Over 66,1650564,2064.0
Høy fruktbarhet (HMM),Over 66,1663408,2065.0
Høy fruktbarhet (HMM),Over 66,1674792,2066.0
Høy fruktbarhet (HMM),Over 66,1686714,2067.0
Høy fruktbarhet (HMM),Over 66,1698560,2068.0
Høy fruktbarhet (HMM),Over 66,1708137,2069.0
Høy fruktbarhet (HMM),Over 66,1716662,2070.0
Høy fruktbarhet (HMM),Over 66,1726220,2071.0
Høy fruktbarhet (HMM),Over 66,1736278,2072.0
Høy fruktbarhet (HMM),Over 66,1746281,2073.0
Høy fruktbarhet (HMM),Over 66,1757706,2074.0
Høy fruktbarhet (HMM),Over 66,1768744,2075.0
Høy fruktbarhet (HMM),Over 66,1781090,2076.0
Høy fruktbarhet (HMM),Over 66,1793920,2077.0
Høy fruktbarhet (HMM),Over 66,1805491,2078.0
Høy fruktbarhet (HMM),Over 66,1815233,2079.0
Høy fruktbarhet (HMM),Over 66,1824074,2080.0
Høy fruktbarhet (HMM),Over 66,1830859,2081.0
Høy fruktbarhet (HMM),Over 66,1836867,2082.0
Høy fruktbarhet (HMM),Over 66,1842003,2083.0
Høy fruktbarhet (HMM),Over 66,1846520,2084.0
Høy fruktbarhet (HMM),Over 66,1848350,2085.0
Høy fruktbarhet (HMM),Over 66,1848361,2086.0
Høy fruktbarhet (HMM),Over 66,1847616,2087.0
Høy fruktbarhet (HMM),Over 66,1845378,2088.0
Høy fruktbarhet (HMM),Over 66,1845808,2089.0
Høy fruktbarhet (HMM),Over 66,1847490,2090.0
Høy fruktbarhet (HMM),Over 66,1850208,2091.0
Høy fruktbarhet (HMM),Over 66,1853907,2092.0
Høy fruktbarhet (HMM),Over 66,1858260,2093.0
Høy fruktbarhet (HMM),Over 66,1863154,2094.0
Høy fruktbarhet (HMM),Over 66,1868595,2095.0
Høy fruktbarhet (HMM),Over 66,1874531,2096.0
Høy fruktbarhet (HMM),Over 66,1880889,2097.0
Høy fruktbarhet (HMM),Over 66,1887710,2098.0
Høy fruktbarhet (HMM),Over 66,1894988,2099.0
Høy fruktbarhet (HMM),Over 66,1902759,2100.0
Lav levealder (MLM),Over 66,870963,2022.0
Lav levealder (MLM),Over 66,892088,2023.0
Lav levealder (MLM),Over 66,913994,2024.0
Lav levealder (MLM),Over 66,934602,2025.0
Lav levealder (MLM),Over 66,955833,2026.0
Lav levealder (MLM),Over 66,976841,2027.0
Lav levealder (MLM),Over 66,997103,2028.0
Lav levealder (MLM),Over 66,1017225,2029.0
Lav levealder (MLM),Over 66,1037485,2030.0
Lav levealder (MLM),Over 66,1058338,2031.0
Lav levealder (MLM),Over 66,1080816,2032.0
Lav levealder (MLM),Over 66,1103439,2033.0
Lav levealder (MLM),Over 66,1126224,2034.0
Lav levealder (MLM),Over 66,1148445,2035.0
Lav levealder (MLM),Over 66,1171420,2036.0
Lav levealder (MLM),Over 66,1194146,2037.0
Lav levealder (MLM),Over 66,1214494,2038.0
Lav levealder (MLM),Over 66,1234668,2039.0
Lav levealder (MLM),Over 66,1254016,2040.0
Lav levealder (MLM),Over 66,1270534,2041.0
Lav levealder (MLM),Over 66,1286143,2042.0
Lav levealder (MLM),Over 66,1298422,2043.0
Lav levealder (MLM),Over 66,1308642,2044.0
Lav levealder (MLM),Over 66,1316874,2045.0
Lav levealder (MLM),Over 66,1326311,2046.0
Lav levealder (MLM),Over 66,1335839,2047.0
Lav levealder (MLM),Over 66,1345682,2048.0
Lav levealder (MLM),Over 66,1354579,2049.0
Lav levealder (MLM),Over 66,1364398,2050.0
Lav levealder (MLM),Over 66,1373639,2051.0
Lav levealder (MLM),Over 66,1382799,2052.0
Lav levealder (MLM),Over 66,1392562,2053.0
Lav levealder (MLM),Over 66,1403026,2054.0
Lav levealder (MLM),Over 66,1414066,2055.0
Lav levealder (MLM),Over 66,1427509,2056.0
Lav levealder (MLM),Over 66,1441699,2057.0
Lav levealder (MLM),Over 66,1456363,2058.0
Lav levealder (MLM),Over 66,1470409,2059.0
Lav levealder (MLM),Over 66,1483238,2060.0
Lav levealder (MLM),Over 66,1494821,2061.0
Lav levealder (MLM),Over 66,1506447,2062.0
Lav levealder (MLM),Over 66,1517906,2063.0
Lav levealder (MLM),Over 66,1529417,2064.0
Lav levealder (MLM),Over 66,1539802,2065.0
Lav levealder (MLM),Over 66,1548784,2066.0
Lav levealder (MLM),Over 66,1558151,2067.0
Lav levealder (MLM),Over 66,1567705,2068.0
Lav levealder (MLM),Over 66,1575103,2069.0
Lav levealder (MLM),Over 66,1581346,2070.0
Lav levealder (MLM),Over 66,1588879,2071.0
Lav levealder (MLM),Over 66,1596779,2072.0
Lav levealder (MLM),Over 66,1604618,2073.0
Lav levealder (MLM),Over 66,1613973,2074.0
Lav levealder (MLM),Over 66,1622405,2075.0
Lav levealder (MLM),Over 66,1632346,2076.0
Lav levealder (MLM),Over 66,1642900,2077.0
Lav levealder (MLM),Over 66,1652101,2078.0
Lav levealder (MLM),Over 66,1659229,2079.0
Lav levealder (MLM),Over 66,1665568,2080.0
Lav levealder (MLM),Over 66,1669626,2081.0
Lav levealder (MLM),Over 66,1672712,2082.0
Lav levealder (MLM),Over 66,1675390,2083.0
Lav levealder (MLM),Over 66,1677625,2084.0
Lav levealder (MLM),Over 66,1677064,2085.0
Lav levealder (MLM),Over 66,1675466,2086.0
Lav levealder (MLM),Over 66,1673076,2087.0
Lav levealder (MLM),Over 66,1669652,2088.0
Lav levealder (MLM),Over 66,1668700,2089.0
Lav levealder (MLM),Over 66,1666199,2090.0
Lav levealder (MLM),Over 66,1663756,2091.0
Lav levealder (MLM),Over 66,1661348,2092.0
Lav levealder (MLM),Over 66,1659885,2093.0
Lav levealder (MLM),Over 66,1658567,2094.0
Lav levealder (MLM),Over 66,1657924,2095.0
Lav levealder (MLM),Over 66,1658530,2096.0
Lav levealder (MLM),Over 66,1659093,2097.0
Lav levealder (MLM),Over 66,1659914,2098.0
Lav levealder (MLM),Over 66,1661693,2099.0
Lav levealder (MLM),Over 66,1664301,2100.0
Høy levealder (MHM),Over 66,870963,2022.0
Høy levealder (MHM),Over 66,893996,2023.0
Høy levealder (MHM),Over 66,918518,2024.0
Høy levealder (MHM),Over 66,942220,2025.0
Høy levealder (MHM),Over 66,967023,2026.0
Høy levealder (MHM),Over 66,992007,2027.0
Høy levealder (MHM),Over 66,1016563,2028.0
Høy levealder (MHM),Over 66,1041238,2029.0
Høy levealder (MHM),Over 66,1066309,2030.0
Høy levealder (MHM),Over 66,1092270,2031.0
Høy levealder (MHM),Over 66,1120135,2032.0
Høy levealder (MHM),Over 66,1148392,2033.0
Høy levealder (MHM),Over 66,1176953,2034.0
Høy levealder (MHM),Over 66,1205167,2035.0
Høy levealder (MHM),Over 66,1234373,2036.0
Høy levealder (MHM),Over 66,1263603,2037.0
Høy levealder (MHM),Over 66,1290400,2038.0
Høy levealder (MHM),Over 66,1317369,2039.0
Høy levealder (MHM),Over 66,1343395,2040.0
Høy levealder (MHM),Over 66,1366399,2041.0
Høy levealder (MHM),Over 66,1388809,2042.0
Høy levealder (MHM),Over 66,1407858,2043.0
Høy levealder (MHM),Over 66,1424672,2044.0
Høy levealder (MHM),Over 66,1439278,2045.0
Høy levealder (MHM),Over 66,1455357,2046.0
Høy levealder (MHM),Over 66,1471312,2047.0
Høy levealder (MHM),Over 66,1487574,2048.0
Høy levealder (MHM),Over 66,1502818,2049.0
Høy levealder (MHM),Over 66,1519290,2050.0
Høy levealder (MHM),Over 66,1534765,2051.0
Høy levealder (MHM),Over 66,1550214,2052.0
Høy levealder (MHM),Over 66,1566181,2053.0
Høy levealder (MHM),Over 66,1583132,2054.0
Høy levealder (MHM),Over 66,1600388,2055.0
Høy levealder (MHM),Over 66,1619860,2056.0
Høy levealder (MHM),Over 66,1640017,2057.0
Høy levealder (MHM),Over 66,1661074,2058.0
Høy levealder (MHM),Over 66,1681071,2059.0
Høy levealder (MHM),Over 66,1699797,2060.0
Høy levealder (MHM),Over 66,1717262,2061.0
Høy levealder (MHM),Over 66,1734050,2062.0
Høy levealder (MHM),Over 66,1750883,2063.0
Høy levealder (MHM),Over 66,1767770,2064.0
Høy levealder (MHM),Over 66,1783216,2065.0
Høy levealder (MHM),Over 66,1796817,2066.0
Høy levealder (MHM),Over 66,1811217,2067.0
Høy levealder (MHM),Over 66,1825382,2068.0
Høy levealder (MHM),Over 66,1836810,2069.0
Høy levealder (MHM),Over 66,1846988,2070.0
Høy levealder (MHM),Over 66,1858359,2071.0
Høy levealder (MHM),Over 66,1870189,2072.0
Høy levealder (MHM),Over 66,1881951,2073.0
Høy levealder (MHM),Over 66,1895227,2074.0
Høy levealder (MHM),Over 66,1908305,2075.0
Høy levealder (MHM),Over 66,1922708,2076.0
Høy levealder (MHM),Over 66,1937628,2077.0
Høy levealder (MHM),Over 66,1951319,2078.0
Høy levealder (MHM),Over 66,1962974,2079.0
Høy levealder (MHM),Over 66,1973934,2080.0
Høy levealder (MHM),Over 66,1983385,2081.0
Høy levealder (MHM),Over 66,1991874,2082.0
Høy levealder (MHM),Over 66,1999391,2083.0
Høy levealder (MHM),Over 66,2006197,2084.0
Høy levealder (MHM),Over 66,2010224,2085.0
Høy levealder (MHM),Over 66,2012071,2086.0
Høy levealder (MHM),Over 66,2013409,2087.0
Høy levealder (MHM),Over 66,2013076,2088.0
Høy levealder (MHM),Over 66,2015030,2089.0
Høy levealder (MHM),Over 66,2015823,2090.0
Høy levealder (MHM),Over 66,2016055,2091.0
Høy levealder (MHM),Over 66,2016565,2092.0
Høy levealder (MHM),Over 66,2016807,2093.0
Høy levealder (MHM),Over 66,2017658,2094.0
Høy levealder (MHM),Over 66,2018620,2095.0
Høy levealder (MHM),Over 66,2019841,2096.0
Høy levealder (MHM),Over 66,2022043,2097.0
Høy levealder (MHM),Over 66,2024711,2098.0
Høy levealder (MHM),Over 66,2028294,2099.0
Høy levealder (MHM),Over 66,2031915,2100.0
Lav innvandring (MML),Over 66,870963,2022.0
Lav innvandring (MML),Over 66,892996,2023.0
Lav innvandring (MML),Over 66,916153,2024.0
Lav innvandring (MML),Over 66,938247,2025.0
Lav innvandring (MML),Over 66,961211,2026.0
Lav innvandring (MML),Over 66,984167,2027.0
Lav innvandring (MML),Over 66,1006476,2028.0
Lav innvandring (MML),Over 66,1028796,2029.0
Lav innvandring (MML),Over 66,1051326,2030.0
Lav innvandring (MML),Over 66,1074598,2031.0
Lav innvandring (MML),Over 66,1099672,2032.0
Lav innvandring (MML),Over 66,1125015,2033.0
Lav innvandring (MML),Over 66,1150518,2034.0
Lav innvandring (MML),Over 66,1175539,2035.0
Lav innvandring (MML),Over 66,1201501,2036.0
Lav innvandring (MML),Over 66,1227204,2037.0
Lav innvandring (MML),Over 66,1250538,2038.0
Lav innvandring (MML),Over 66,1273823,2039.0
Lav innvandring (MML),Over 66,1296231,2040.0
Lav innvandring (MML),Over 66,1315624,2041.0
Lav innvandring (MML),Over 66,1334148,2042.0
Lav innvandring (MML),Over 66,1349378,2043.0
Lav innvandring (MML),Over 66,1362187,2044.0
Lav innvandring (MML),Over 66,1373030,2045.0
Lav innvandring (MML),Over 66,1384953,2046.0
Lav innvandring (MML),Over 66,1396775,2047.0
Lav innvandring (MML),Over 66,1409070,2048.0
Lav innvandring (MML),Over 66,1420257,2049.0
Lav innvandring (MML),Over 66,1432317,2050.0
Lav innvandring (MML),Over 66,1443499,2051.0
Lav innvandring (MML),Over 66,1454632,2052.0
Lav innvandring (MML),Over 66,1466241,2053.0
Lav innvandring (MML),Over 66,1478598,2054.0
Lav innvandring (MML),Over 66,1491155,2055.0
Lav innvandring (MML),Over 66,1506047,2056.0
Lav innvandring (MML),Over 66,1521296,2057.0
Lav innvandring (MML),Over 66,1537297,2058.0
Lav innvandring (MML),Over 66,1552186,2059.0
Lav innvandring (MML),Over 66,1565758,2060.0
Lav innvandring (MML),Over 66,1577942,2061.0
Lav innvandring (MML),Over 66,1589450,2062.0
Lav innvandring (MML),Over 66,1600759,2063.0
Lav innvandring (MML),Over 66,1612143,2064.0
Lav innvandring (MML),Over 66,1621912,2065.0
Lav innvandring (MML),Over 66,1630111,2066.0
Lav innvandring (MML),Over 66,1638810,2067.0
Lav innvandring (MML),Over 66,1647412,2068.0
Lav innvandring (MML),Over 66,1653703,2069.0
Lav innvandring (MML),Over 66,1658928,2070.0
Lav innvandring (MML),Over 66,1665170,2071.0
Lav innvandring (MML),Over 66,1671855,2072.0
Lav innvandring (MML),Over 66,1678435,2073.0
Lav innvandring (MML),Over 66,1686370,2074.0
Lav innvandring (MML),Over 66,1693915,2075.0
Lav innvandring (MML),Over 66,1702784,2076.0
Lav innvandring (MML),Over 66,1712110,2077.0
Lav innvandring (MML),Over 66,1720182,2078.0
Lav innvandring (MML),Over 66,1726400,2079.0
Lav innvandring (MML),Over 66,1731708,2080.0
Lav innvandring (MML),Over 66,1734939,2081.0
Lav innvandring (MML),Over 66,1737379,2082.0
Lav innvandring (MML),Over 66,1738944,2083.0
Lav innvandring (MML),Over 66,1739872,2084.0
Lav innvandring (MML),Over 66,1738098,2085.0
Lav innvandring (MML),Over 66,1734512,2086.0
Lav innvandring (MML),Over 66,1730150,2087.0
Lav innvandring (MML),Over 66,1724268,2088.0
Lav innvandring (MML),Over 66,1720987,2089.0
Lav innvandring (MML),Over 66,1716336,2090.0
Lav innvandring (MML),Over 66,1711389,2091.0
Lav innvandring (MML),Over 66,1706221,2092.0
Lav innvandring (MML),Over 66,1701292,2093.0
Lav innvandring (MML),Over 66,1696910,2094.0
Lav innvandring (MML),Over 66,1693037,2095.0
Lav innvandring (MML),Over 66,1689651,2096.0
Lav innvandring (MML),Over 66,1686658,2097.0
Lav innvandring (MML),Over 66,1684109,2098.0
Lav innvandring (MML),Over 66,1681974,2099.0
Lav innvandring (MML),Over 66,1680291,2100.0
Høy innvandring (MMH),Over 66,870963,2022.0
Høy innvandring (MMH),Over 66,893161,2023.0
Høy innvandring (MMH),Over 66,916502,2024.0
Høy innvandring (MMH),Over 66,938794,2025.0
Høy innvandring (MMH),Over 66,961965,2026.0
Høy innvandring (MMH),Over 66,985156,2027.0
Høy innvandring (MMH),Over 66,1007739,2028.0
Høy innvandring (MMH),Over 66,1030353,2029.0
Høy innvandring (MMH),Over 66,1053217,2030.0
Høy innvandring (MMH),Over 66,1076853,2031.0
Høy innvandring (MMH),Over 66,1102346,2032.0
Høy innvandring (MMH),Over 66,1128148,2033.0
Høy innvandring (MMH),Over 66,1154169,2034.0
Høy innvandring (MMH),Over 66,1179765,2035.0
Høy innvandring (MMH),Over 66,1206374,2036.0
Høy innvandring (MMH),Over 66,1232804,2037.0
Høy innvandring (MMH),Over 66,1256945,2038.0
Høy innvandring (MMH),Over 66,1281113,2039.0
Høy innvandring (MMH),Over 66,1304510,2040.0
Høy innvandring (MMH),Over 66,1325003,2041.0
Høy innvandring (MMH),Over 66,1344733,2042.0
Høy innvandring (MMH),Over 66,1361291,2043.0
Høy innvandring (MMH),Over 66,1375563,2044.0
Høy innvandring (MMH),Over 66,1388011,2045.0
Høy innvandring (MMH),Over 66,1401683,2046.0
Høy innvandring (MMH),Over 66,1415425,2047.0
Høy innvandring (MMH),Over 66,1429829,2048.0
Høy innvandring (MMH),Over 66,1443308,2049.0
Høy innvandring (MMH),Over 66,1457876,2050.0
Høy innvandring (MMH),Over 66,1471791,2051.0
Høy innvandring (MMH),Over 66,1485899,2052.0
Høy innvandring (MMH),Over 66,1500720,2053.0
Høy innvandring (MMH),Over 66,1516572,2054.0
Høy innvandring (MMH),Over 66,1532900,2055.0
Høy innvandring (MMH),Over 66,1551866,2056.0
Høy innvandring (MMH),Over 66,1571510,2057.0
Høy innvandring (MMH),Over 66,1592259,2058.0
Høy innvandring (MMH),Over 66,1612265,2059.0
Høy innvandring (MMH),Over 66,1631358,2060.0
Høy innvandring (MMH),Over 66,1649495,2061.0
Høy innvandring (MMH),Over 66,1667389,2062.0
Høy innvandring (MMH),Over 66,1685458,2063.0
Høy innvandring (MMH),Over 66,1703966,2064.0
Høy innvandring (MMH),Over 66,1721195,2065.0
Høy innvandring (MMH),Over 66,1737073,2066.0
Høy innvandring (MMH),Over 66,1753567,2067.0
Høy innvandring (MMH),Over 66,1770046,2068.0
Høy innvandring (MMH),Over 66,1784302,2069.0
Høy innvandring (MMH),Over 66,1797579,2070.0
Høy innvandring (MMH),Over 66,1811985,2071.0
Høy innvandring (MMH),Over 66,1827057,2072.0
Høy innvandring (MMH),Over 66,1842296,2073.0
Høy innvandring (MMH),Over 66,1859111,2074.0
Høy innvandring (MMH),Over 66,1875669,2075.0
Høy innvandring (MMH),Over 66,1893632,2076.0
Høy innvandring (MMH),Over 66,1912202,2077.0
Høy innvandring (MMH),Over 66,1929650,2078.0
Høy innvandring (MMH),Over 66,1945389,2079.0
Høy innvandring (MMH),Over 66,1960382,2080.0
Høy innvandring (MMH),Over 66,1973449,2081.0
Høy innvandring (MMH),Over 66,1985878,2082.0
Høy innvandring (MMH),Over 66,1997581,2083.0
Høy innvandring (MMH),Over 66,2008790,2084.0
Høy innvandring (MMH),Over 66,2017449,2085.0
Høy innvandring (MMH),Over 66,2024428,2086.0
Høy innvandring (MMH),Over 66,2030776,2087.0
Høy innvandring (MMH),Over 66,2035767,2088.0
Høy innvandring (MMH),Over 66,2043593,2089.0
Høy innvandring (MMH),Over 66,2050038,2090.0
Høy innvandring (MMH),Over 66,2056735,2091.0
Høy innvandring (MMH),Over 66,2063941,2092.0
Høy innvandring (MMH),Over 66,2071872,2093.0
Høy innvandring (MMH),Over 66,2080592,2094.0
Høy innvandring (MMH),Over 66,2090037,2095.0
Høy innvandring (MMH),Over 66,2100204,2096.0
Høy innvandring (MMH),Over 66,2110933,2097.0
Høy innvandring (MMH),Over 66,2122312,2098.0
Høy innvandring (MMH),Over 66,2134361,2099.0
Høy innvandring (MMH),Over 66,2147113,2100.0
Sterk aldring (LHL),Over 66,870963,2022.0
Sterk aldring (LHL),Over 66,893937,2023.0
Sterk aldring (LHL),Over 66,918373,2024.0
Sterk aldring (LHL),Over 66,941997,2025.0
Sterk aldring (LHL),Over 66,966709,2026.0
Sterk aldring (LHL),Over 66,991589,2027.0
Sterk aldring (LHL),Over 66,1016023,2028.0
Sterk aldring (LHL),Over 66,1040565,2029.0
Sterk aldring (LHL),Over 66,1065485,2030.0
Sterk aldring (LHL),Over 66,1091278,2031.0
Sterk aldring (LHL),Over 66,1118961,2032.0
Sterk aldring (LHL),Over 66,1147009,2033.0
Sterk aldring (LHL),Over 66,1175338,2034.0
Sterk aldring (LHL),Over 66,1203294,2035.0
Sterk aldring (LHL),Over 66,1232216,2036.0
Sterk aldring (LHL),Over 66,1261130,2037.0
Sterk aldring (LHL),Over 66,1287569,2038.0
Sterk aldring (LHL),Over 66,1314141,2039.0
Sterk aldring (LHL),Over 66,1339728,2040.0
Sterk aldring (LHL),Over 66,1362253,2041.0
Sterk aldring (LHL),Over 66,1384130,2042.0
Sterk aldring (LHL),Over 66,1402594,2043.0
Sterk aldring (LHL),Over 66,1418762,2044.0
Sterk aldring (LHL),Over 66,1432668,2045.0
Sterk aldring (LHL),Over 66,1447974,2046.0
Sterk aldring (LHL),Over 66,1463089,2047.0
Sterk aldring (LHL),Over 66,1478430,2048.0
Sterk aldring (LHL),Over 66,1492665,2049.0
Sterk aldring (LHL),Over 66,1508047,2050.0
Sterk aldring (LHL),Over 66,1522332,2051.0
Sterk aldring (LHL),Over 66,1536486,2052.0
Sterk aldring (LHL),Over 66,1551061,2053.0
Sterk aldring (LHL),Over 66,1566503,2054.0
Sterk aldring (LHL),Over 66,1582136,2055.0
Sterk aldring (LHL),Over 66,1599855,2056.0
Sterk aldring (LHL),Over 66,1618118,2057.0
Sterk aldring (LHL),Over 66,1637136,2058.0
Sterk aldring (LHL),Over 66,1654952,2059.0
Sterk aldring (LHL),Over 66,1671317,2060.0
Sterk aldring (LHL),Over 66,1686244,2061.0
Sterk aldring (LHL),Over 66,1700305,2062.0
Sterk aldring (LHL),Over 66,1714257,2063.0
Sterk aldring (LHL),Over 66,1728089,2064.0
Sterk aldring (LHL),Over 66,1740330,2065.0
Sterk aldring (LHL),Over 66,1750616,2066.0
Sterk aldring (LHL),Over 66,1761654,2067.0
Sterk aldring (LHL),Over 66,1772408,2068.0
Sterk aldring (LHL),Over 66,1780391,2069.0
Sterk aldring (LHL),Over 66,1787105,2070.0
Sterk aldring (LHL),Over 66,1794968,2071.0
Sterk aldring (LHL),Over 66,1803250,2072.0
Sterk aldring (LHL),Over 66,1811374,2073.0
Sterk aldring (LHL),Over 66,1820947,2074.0
Sterk aldring (LHL),Over 66,1830314,2075.0
Sterk aldring (LHL),Over 66,1840996,2076.0
Sterk aldring (LHL),Over 66,1852180,2077.0
Sterk aldring (LHL),Over 66,1862106,2078.0
Sterk aldring (LHL),Over 66,1869975,2079.0
Sterk aldring (LHL),Over 66,1877124,2080.0
Sterk aldring (LHL),Over 66,1882725,2081.0
Sterk aldring (LHL),Over 66,1887353,2082.0
Sterk aldring (LHL),Over 66,1890977,2083.0
Sterk aldring (LHL),Over 66,1893876,2084.0
Sterk aldring (LHL),Over 66,1893981,2085.0
Sterk aldring (LHL),Over 66,1891884,2086.0
Sterk aldring (LHL),Over 66,1889249,2087.0
Sterk aldring (LHL),Over 66,1884905,2088.0
Sterk aldring (LHL),Over 66,1882806,2089.0
Sterk aldring (LHL),Over 66,1873552,2090.0
Sterk aldring (LHL),Over 66,1864224,2091.0
Sterk aldring (LHL),Over 66,1855176,2092.0
Sterk aldring (LHL),Over 66,1845502,2093.0
Sterk aldring (LHL),Over 66,1835814,2094.0
Sterk aldring (LHL),Over 66,1825653,2095.0
Sterk aldring (LHL),Over 66,1815139,2096.0
Sterk aldring (LHL),Over 66,1805023,2097.0
Sterk aldring (LHL),Over 66,1794812,2098.0
Sterk aldring (LHL),Over 66,1784901,2099.0
Sterk aldring (LHL),Over 66,1774457,2100.0
Svak aldring (HLH),Over 66,870963,2022.0
Svak aldring (HLH),Over 66,892195,2023.0
Svak aldring (HLH),Over 66,914199,2024.0
Svak aldring (HLH),Over 66,934925,2025.0
Svak aldring (HLH),Over 66,956270,2026.0
Svak aldring (HLH),Over 66,977411,2027.0
Svak aldring (HLH),Over 66,997823,2028.0
Svak aldring (HLH),Over 66,1018108,2029.0
Svak aldring (HLH),Over 66,1038552,2030.0
Svak aldring (HLH),Over 66,1059604,2031.0
Svak aldring (HLH),Over 66,1082311,2032.0
Svak aldring (HLH),Over 66,1105189,2033.0
Svak aldring (HLH),Over 66,1128256,2034.0
Svak aldring (HLH),Over 66,1150797,2035.0
Svak aldring (HLH),Over 66,1174129,2036.0
Svak aldring (HLH),Over 66,1197256,2037.0
Svak aldring (HLH),Over 66,1218047,2038.0
Svak aldring (HLH),Over 66,1238712,2039.0
Svak aldring (HLH),Over 66,1258609,2040.0
Svak aldring (HLH),Over 66,1275727,2041.0
Svak aldring (HLH),Over 66,1292011,2042.0
Svak aldring (HLH),Over 66,1305028,2043.0
Svak aldring (HLH),Over 66,1316060,2044.0
Svak aldring (HLH),Over 66,1325178,2045.0
Svak aldring (HLH),Over 66,1335591,2046.0
Svak aldring (HLH),Over 66,1346190,2047.0
Svak aldring (HLH),Over 66,1357197,2048.0
Svak aldring (HLH),Over 66,1367366,2049.0
Svak aldring (HLH),Over 66,1378587,2050.0
Svak aldring (HLH),Over 66,1389355,2051.0
Svak aldring (HLH),Over 66,1400171,2052.0
Svak aldring (HLH),Over 66,1411732,2053.0
Svak aldring (HLH),Over 66,1424149,2054.0
Svak aldring (HLH),Over 66,1437303,2055.0
Svak aldring (HLH),Over 66,1453026,2056.0
Svak aldring (HLH),Over 66,1469688,2057.0
Svak aldring (HLH),Over 66,1487019,2058.0
Svak aldring (HLH),Over 66,1503946,2059.0
Svak aldring (HLH),Over 66,1519878,2060.0
Svak aldring (HLH),Over 66,1534821,2061.0
Svak aldring (HLH),Over 66,1550042,2062.0
Svak aldring (HLH),Over 66,1565299,2063.0
Svak aldring (HLH),Over 66,1580803,2064.0
Svak aldring (HLH),Over 66,1595361,2065.0
Svak aldring (HLH),Over 66,1608610,2066.0
Svak aldring (HLH),Over 66,1622304,2067.0
Svak aldring (HLH),Over 66,1636211,2068.0
Svak aldring (HLH),Over 66,1648021,2069.0
Svak aldring (HLH),Over 66,1658725,2070.0
Svak aldring (HLH),Over 66,1670793,2071.0
Svak aldring (HLH),Over 66,1683379,2072.0
Svak aldring (HLH),Over 66,1696087,2073.0
Svak aldring (HLH),Over 66,1710481,2074.0
Svak aldring (HLH),Over 66,1724021,2075.0
Svak aldring (HLH),Over 66,1739182,2076.0
Svak aldring (HLH),Over 66,1755050,2077.0
Svak aldring (HLH),Over 66,1769679,2078.0
Svak aldring (HLH),Over 66,1782339,2079.0
Svak aldring (HLH),Over 66,1794333,2080.0
Svak aldring (HLH),Over 66,1804180,2081.0
Svak aldring (HLH),Over 66,1813135,2082.0
Svak aldring (HLH),Over 66,1821829,2083.0
Svak aldring (HLH),Over 66,1830187,2084.0
Svak aldring (HLH),Over 66,1835870,2085.0
Svak aldring (HLH),Over 66,1840649,2086.0
Svak aldring (HLH),Over 66,1844746,2087.0
Svak aldring (HLH),Over 66,1847948,2088.0
Svak aldring (HLH),Over 66,1853769,2089.0
Svak aldring (HLH),Over 66,1860662,2090.0
Svak aldring (HLH),Over 66,1869324,2091.0
Svak aldring (HLH),Over 66,1879408,2092.0
Svak aldring (HLH),Over 66,1891165,2093.0
Svak aldring (HLH),Over 66,1903222,2094.0
Svak aldring (HLH),Over 66,1916079,2095.0
Svak aldring (HLH),Over 66,1930328,2096.0
Svak aldring (HLH),Over 66,1944597,2097.0
Svak aldring (HLH),Over 66,1959223,2098.0
Svak aldring (HLH),Over 66,1974967,2099.0
Svak aldring (HLH),Over 66,1991711,2100.0
Ingen nettoinnvandring (MME),Over 66,870963,2022.0
Ingen nettoinnvandring (MME),Over 66,892940,2023.0
Ingen nettoinnvandring (MME),Over 66,916080,2024.0
Ingen nettoinnvandring (MME),Over 66,938148,2025.0
Ingen nettoinnvandring (MME),Over 66,961078,2026.0
Ingen nettoinnvandring (MME),Over 66,984000,2027.0
Ingen nettoinnvandring (MME),Over 66,1006270,2028.0
Ingen nettoinnvandring (MME),Over 66,1028536,2029.0
Ingen nettoinnvandring (MME),Over 66,1051010,2030.0
Ingen nettoinnvandring (MME),Over 66,1074211,2031.0
Ingen nettoinnvandring (MME),Over 66,1099208,2032.0
Ingen nettoinnvandring (MME),Over 66,1124460,2033.0
Ingen nettoinnvandring (MME),Over 66,1149852,2034.0
Ingen nettoinnvandring (MME),Over 66,1174745,2035.0
Ingen nettoinnvandring (MME),Over 66,1200555,2036.0
Ingen nettoinnvandring (MME),Over 66,1226086,2037.0
Ingen nettoinnvandring (MME),Over 66,1249215,2038.0
Ingen nettoinnvandring (MME),Over 66,1272266,2039.0
Ingen nettoinnvandring (MME),Over 66,1294406,2040.0
Ingen nettoinnvandring (MME),Over 66,1313493,2041.0
Ingen nettoinnvandring (MME),Over 66,1331656,2042.0
Ingen nettoinnvandring (MME),Over 66,1346485,2043.0
Ingen nettoinnvandring (MME),Over 66,1358828,2044.0
